chapter,word
5,to
2,assumed
5,a
3,evaluations
3,b
6,as
6,of
6,availability
3,to
7,of
6,a
4,best
4,map
3,pair
3,function
5,increases
6,to
2,is
3,design
6,in
6,athena
7,mean
7,prior
3,obtain
5,necessary
4,msb
5,the
2,and
4,routine
5,inconsistent
1,analysis
5,promising
4,time
5,of
3,such
6,for
5,a
4,the
3,only
6,in
6,cheaper
3,x
4,allowed
6,inputs
2,inputs
4,versions
6,space
4,very
4,to
2,number
5,reported
3,in
2,to
5,to
4,approach
4,simulator
7,the
1,code
6,with
5,and
6,it
3,simulator
3,approximations
5,if
4,unseen
2,if
3,it
5,f
5,which
3,mean
5,not
1,set
5,slice
6,analysis
4,1
2,no
3,example
5,not
6,and
7,the
6,the
1,fact
7,where
5,the
2,the
5,pareto
1,that
6,differences
4,in
6,inspired
4,and
7,in
4,the
6,be
4,any
6,find
3,approximations
5,this
2,analysis
5,because
2,where
3,some
6,the
5,small
6,would
7,be
2,validate
7,we
2,for
6,the
3,choice
6,emulator's
3,1
6,train
6,note
1,gas
3,a
5,batch
3,simplicity
5,or
5,optimistic
2,is
5,in
5,decision
6,the
3,take
5,nroy
2,to
5,of
3,of
4,for
5,that
3,equation
4,just
6,we
3,designs
6,our
3,it
5,slice
6,and
5,decision
2,about
3,of
6,the
5,costly
4,mean
2,the
5,many
3,which
5,the
4,ht
7,utility
2,the
3,much
2,controls
5,of
2,wind
4,b
6,issue
4,this
6,the
6,new
6,algorithmic
4,for
2,in
2,for
5,simulations
7,which
2,it
6,simply
6,turbine
5,their
1,emulation
5,the
4,itemize
2,certainty
2,a
6,across
3,fn
4,x
6,course
3,metric
1,this
6,make
3,this
3,and
7,in
4,a
6,elicited
6,row
5,dense
3,to
6,shift
6,are
7,the
4,bytbastos09
3,plots
2,certain
2,justified
5,when
4,constant
4,pmatrix
6,nroy
5,space
6,resids.pdf
4,and
6,emulators
6,warehouse
4,example
4,ces
5,regardless
6,after
6,be
6,a
2,an
6,work
4,rather
1,minute
2,output
2,a
5,off
4,dual
6,for
4,of
2,thesis
6,more
7,explored
4,ultimately
6,pukelsheim's
3,differences
6,9
2,data
2,wish
2,basic
3,value
2,decision
2,for
5,of
4,each
3,to
2,integral
6,elicitation
6,have
6,wave
3,outputs
6,optimal
3,is
7,motivated
2,the
3,sample
6,the
5,utility
4,_v
5,that
2,shelf
5,have
3,matrix
1,task
6,availability
4,c_0
6,fig:second
4,much
4,step
2,is
5,is
5,inference
3,b
4,and
4,gp
7,nature
4,variability
3,integral
2,repair
6,the
5,case
1,calibrate
7,and
4,the
5,in
2,part
6,blue
2,we
6,construct
5,the
6,to
2,with
3,was
4,then
6,with
2,the
5,the
4,here
5,an
4,simulator
6,of
2,attribute
2,quantity
6,figure
2,a
6,hyperparameters
4,and
3,ii
6,the
3,interval
3,to
4,simulator
4,a
6,is
6,analyse
1,is
4,i
4,as
6,to
6,figure
2,between
7,components
5,ultimately
5,the
3,context
4,orange
3,approaches
5,is
4,specification
4,moved
1,prediction
6,ways
3,mean
4,of
5,the
5,an
2,which
1,of
2,shelf
6,the
4,goldilocks
6,for
6,the
4,a
6,for
2,components
1,than
4,homoscedastic
4,output
6,present
4,this
5,when
5,we
6,are
3,the
3,lh
3,from
4,we
6,the
3,is
4,x
4,estimate
3,example
5,the
3,of
3,design
5,depends
5,the
2,with
2,failures
5,will
4,modelling
6,was
3,for
7,from
6,series
2,determine
6,way
7,compromise
6,we
6,measures
7,form
3,covariance
4,n
2,than
6,having
4,the
6,to
3,outputs
5,theory
5,acquisition
7,the
3,therefore
6,offshore
4,of
6,function
6,and
6,difficult
6,of
4,the
4,by
7,methods
3,the
3,dependent
4,since
2,run
6,of
6,large
5,also
5,wave
4,hetgp
5,support
4,an
3,are
5,1
1,making
3,functional
4,data
4,s
6,we
3,is
2,a
5,accurate
6,is
6,itemize
1,fact
3,extortionate
2,to
6,of
5,of
2,that
6,who
3,then
3,to
7,joint
5,when
6,of
2,the
5,variances
3,if
3,assumptions
3,uncertainty
2,group
4,d
1,approximations
6,decisions
4,full
3,expected
6,would
5,should
5,corresponding
4,is
4,prior
3,commonly
5,implausibility
4,where
6,rounds
4,h_v
5,representation
6,characterised
6,to
7,the
5,small
6,many
6,a
2,a
4,want
1,modelling
6,which
5,it
6,set
2,delivered
6,finding
5,standard
6,be
5,input
4,to
4,data
3,introduced
2,not
3,fidelity
4,assume
1,improved
5,a
3,where
4,deals
5,uses
6,is
5,k
4,schemepkersting2007
3,in
3,been
6,warehouse
5,emulation
4,is
2,axioms
4,diagnostics
2,of
3,x_1
7,into
3,of
5,these
5,batch
2,recover
4,mcmc
6,in
6,exampletwhite2018
1,use
3,bayes
4,and
4,x
6,matching
5,change
6,when
5,to
7,by
7,natural
3,x
3,align
7,to
3,cost
6,approach
6,sampler
6,utility
6,spares
1,these
6,exercise
2,reason
5,be
3,thus
3,be
3,white
1,an
2,rather
5,for
4,covariance
5,in
6,and
3,we
2,to
4,cheap
2,independence
6,outlined
4,our
4,since
3,the
4,of
4,particularly
6,uniform
7,for
2,parameters
3,simulator
5,into
7,of
4,a
2,_p
3,the
4,fit
5,elicitation
6,as
1,levels
6,will
6,and
3,x
5,earlier
6,unimodal
3,must
1,a
6,for
5,equation
3,two
5,a
5,simulator
5,functions
5,which
6,is
3,and
3,via
6,the
7,our
6,via
3,chapter
2,and
7,space
4,with
4,to
3,on
2,continuous
4,and
5,ruled
5,of
5,uncertainty
3,value
7,working
3,far
2,carefully
6,how
4,be
4,treated
4,computation
6,of
5,costly
2,perturbed
6,in
3,links
6,the
4,two
4,hypercube
6,be
2,by
5,subjective
3,this
4,in
4,matrix
5,be
1,is
5,these
5,an
7,sml
7,to
2,known
6,to
4,poor
6,characterisations
3,expensive
4,typically
4,way
4,work
5,emulated
6,residuals
6,the
6,and
6,we
3,exhibiting
2,rather
4,input
6,the
3,of
3,mcmc
4,data
5,now
6,the
2,is
4,gp
2,assume
6,prediction
6,it
2,single
6,2
5,given
3,each
2,prior
2,can
4,x
6,this
3,the
4,the
4,methods
3,posterior
3,of
4,x
4,noise
5,our
6,integrating
2,had
3,tsalter2016
6,less
3,adjusted
4,represent
5,stochastic
5,nroy
3,is
7,practical
5,functions
4,low
6,figure
6,initial
6,a
6,the
4,the
6,of
5,emulator
3,the
7,may
4,expensive
3,function
5,red
5,has
7,utility
4,by
2,is
1,function
5,implausibility
3,as
5,the
6,between
5,the
6,and
2,to
3,can
5,approach
5,learning
3,test
6,a
5,constructed
6,series
7,roughly
5,bayesian
4,propose
4,rely
6,multimodal
6,incorporating
5,than
3,are
1,want
5,sequential
6,table
5,bayesopt
6,into
2,indicate
6,being
3,variances
2,in
5,the
3,can
5,where
3,fig:mix
2,of
6,is
4,of
5,be
6,compare
5,will
2,preferences
4,map
3,pairwise
2,subjective
6,see
6,often
5,very
3,models
3,and
2,knowledge
6,a
3,generate
4,is
4,component
4,figure
1,statistics
5,nroy
2,the
5,whilst
6,dm
2,under
3,distribution
4,c_j
5,illustration
7,discrete
2,distribution
5,function
6,rule
3,design
6,w1
5,off
2,stable
3,x
6,but
6,jittered
6,define
4,about
3,follows
6,the
4,map
6,defined
5,value
2,with
5,than
3,of
4,in
2,such
6,nroy
2,beliefs
5,and
7,these
5,to
3,band
2,to
5,be
3,nearby
5,at
6,nroy
6,trajectories
4,is
3,known
4,this
6,plots
5,in
4,that
6,cannot
4,as
5,us
6,we
6,would
5,functions
6,a
6,estimated
4,mean
3,where
5,to
5,is
6,of
2,figure
2,may
3,uniform
4,similar
5,implausibility
5,acquisition
3,idea
2,as
5,from
6,the
4,available
4,emulator
5,leaves
5,of
7,mutually
6,attributes
4,cost
5,bandit
3,a
6,multiple
2,the
3,its
6,have
6,with
1,to
3,is
6,of
3,evaluated
6,dm
5,large
3,report
6,emulators
6,the
6,intsmith2010
3,emulator
6,this
3,in
6,random
4,rely
5,of
4,as
6,of
3,theory
6,emulator
4,it
5,standard
4,moments
5,more
5,an
3,diagnostics
5,the
6,the
3,this
7,that
6,becomes
6,of
4,1
4,a
5,available
6,the
3,against
6,to
2,that
5,tasks
2,of
5,us
4,line
6,that
4,version
7,linear
2,be
6,be
6,well
2,in
3,linear
6,to
5,the
4,but
3,considering
5,modelpbenter1994
6,design
5,proportion
4,the
4,equations
4,matrix
2,of
3,bottom
6,to
4,each
6,a
1,besides
5,be
3,only
4,is
6,overall
4,emulator
4,in
2,eliciting
2,step
5,the
5,value
2,be
6,diagnostic
5,to
5,and
6,larger
3,t
6,in
2,usually
6,for
5,of
5,a
6,points
6,designs
1,bayesian
2,the
2,we
2,of
2,preferences
7,utility
5,any
5,and
7,decision
6,which
3,sense
2,the
6,denotes
4,since
2,bet
4,thought
2,core
6,after
6,define
6,therefore
3,for
6,if
3,beliefs
2,is
3,emulators
5,as
7,is
2,proceed
2,process
3,simulators
5,prepare
3,case
5,the
5,have
2,concerns
1,many
2,their
4,availabilities
4,and
3,can
3,to
4,account
2,by
6,the
5,set
5,discussed
6,larger
5,equation
4,by
4,n
7,bob's
5,the
2,the
2,delphi
5,allows
4,gp
6,simulator
2,as
5,inference
5,section
3,the
6,used
3,to
2,the
4,surrogates
6,of
3,encode
2,with
2,the
4,compute
6,the
3,does
4,the
6,assumption
3,larger
4,bayesian
3,is
6,margins
6,used
2,to
5,to
4,on
6,refocussing
4,surface
4,n_e
3,size
4,obtained
6,of
5,the
6,within
3,the
3,information
4,of
4,as
3,function
2,one
1,is
2,statistics
5,replace
1,generating
6,is
4,the
2,relative
7,allowed
6,we
5,on
3,purpose
3,since
6,red
6,these
5,finding
4,the
3,for
2,to
6,wave
5,the
5,ts
4,wind
5,these
4,7
6,the
5,the
6,the
5,given
3,some
6,were
6,fig:compare
6,of
5,and
3,covariance
5,reduce
6,tower
6,approaches
2,we
6,dynamic
6,be
6,us
5,than
4,hetgp
4,it
5,are
6,of
2,system
5,in
2,simulation
7,interested
2,that
5,of
6,updated
6,inputs
1,samples
6,we
3,consider
5,have
5,dashed
4,incorporating
4,mean
5,is
5,implausibility
2,decision
3,and
5,decisions
5,the
5,complex
5,it
4,_v
5,is
2,are
5,that
4,quantiles
6,feedback
6,be
3,terms
5,for
3,is
5,emulation
6,the
1,a
5,conditional
3,is
4,quantity
1,sets
4,d
1,system
4,approximation
4,will
4,the
5,bayesian
6,used
5,the
6,over
6,warehouse
2,order
6,fact
6,to
5,for
4,x
3,expensive
2,a
6,allowing
5,form
5,fast
4,predictions
6,until
1,cryonics
2,functional
6,of
5,plot
4,in
2,capture
2,we
4,up
6,accounts
1,we
6,emulator
4,alternative
3,analytic
6,values
3,experiments
3,equation
2,the
2,is
2,a
5,using
6,elicit
5,we
6,consequences
6,the
2,transformation
2,a
4,inference
6,decisions
4,is
6,we
2,are
5,hm
5,defined
1,as
5,and
2,for
4,day
5,of
3,bayes
2,of
5,volume
3,posterior
7,matching
3,maximum
4,1
6,maximum
3,right
3,expect
6,distributions
3,some
3,the
2,eliciting
6,in
3,fig:compare
6,range
3,computational
5,happens
3,the
6,the
2,at
2,anonymously
6,and
6,1
5,coded
2,any
2,computationally
6,the
6,used
6,the
2,failure
4,possible
6,acquisition
3,due
6,takes
6,only
3,this
3,athena
2,is
6,first
5,to
4,for
2,not
2,a
3,out
5,uncertainty
3,there
7,divergence
6,general
1,multilevel
4,will
6,3
6,after
4,predictive
3,interval
2,start
4,is
4,the
6,bisection
4,estimate
6,bayes
6,with
4,wider
6,perspective
2,of
6,farm
7,tkeller2009
6,size
7,knowledge
2,from
3,easy
4,emulator
1,emulators
4,in
2,distribution
6,nroy
5,use
4,are
1,perform
5,be
2,would
3,hired
4,time
5,but
7,single
5,addressing
5,about
3,dimensional
5,acquisition
4,we
5,emulator
5,to
6,distribution
6,wave
6,to
3,structure
5,resulting
5,solve
6,belongs
4,stochastic
7,would
4,the
3,equation
3,we
4,effect
5,the
6,design
5,_ei
3,uncertainty
3,then
6,are
4,we
6,equation
6,ci
6,emulator
5,for
6,point
6,approach
2,tasks
6,is
5,rough
6,rest
3,the
4,in
6,in
2,particular
5,thus
1,information
2,the
6,run
5,true
6,small
3,smoothness
1,athena
4,outputs
4,basis
6,removed
6,can
6,the
5,the
6,lesser
6,under
3,fewer
5,that
6,non
6,1
4,see
3,be
5,we
5,that
7,of
3,f
7,limiting
5,arguing
1,used
2,involves
6,function
7,maximiser
7,decision
3,figure
5,_n
4,2
6,nroy
3,fig
5,are
3,and
3,row
5,discrete
4,sml
3,mcmc
6,the
1,for
5,required
4,covers
4,dashed
6,euclidean
3,that
3,metrics
6,spare
5,variable
5,terminated
6,1
5,decision
5,evaluate
5,regime
3,f
4,link
6,thus
4,bayesian
4,comparing
2,of
4,without
7,approaches
2,lottery
5,term
6,first
6,procedure
4,2
3,mean
4,the
4,a
4,models
5,chosen
2,concave
3,marginal
5,line
5,value
4,computationally
2,is
5,itself
6,the
6,as
5,they
6,present
5,if
2,case
3,distribution
5,can
3,the
4,by
1,as
5,goal
3,our
5,of
2,for
3,correlation
3,exponential
2,experts
4,it
3,fig:rand
3,new
3,many
6,find
6,additive
5,prior
5,to
7,well
4,versions
5,to
7,hetgp
3,as
6,we
2,first
4,a
4,now
6,function
3,around
1,represent
3,to
5,is
6,the
5,for
3,designs
2,of
5,overview
5,and
1,model
3,appear
6,final
4,approximately
3,imply
6,approach
6,inferred
4,compare
2,let
3,greater
2,t
5,hm
7,to
5,maker
2,extremely
6,decision
5,moments
4,emulators
3,but
3,where
4,bytandrianakis2012
6,the
5,the
3,a
4,some
5,smallpgutin2007
5,find
5,in
5,usual
6,consequences
6,making
5,is
2,a
5,the
4,runs
4,parameters
2,profits
2,this
4,unknown
5,being
2,expert
2,could
5,function
5,incompatible
4,is
6,the
5,for
6,policy
2,essence
3,means
2,to
6,then
2,probability
3,from
6,random
6,for
3,the
3,gp
5,and
4,sk
5,for
2,that
3,the
5,procedures
2,for
3,about
6,the
2,lives
2,chosen
2,description
4,most
5,fig
5,change
4,fit
4,seconds
5,picking
7,need
6,maximiser
3,correlation
6,from
4,is
6,induces
3,size
6,to
3,zooming
3,aim
3,valid
5,value
2,denote
6,stochastic
6,work
5,is
6,the
2,knowledge
5,compute
6,computing
6,with
2,places
6,wave
4,much
3,h_1
3,but
4,out
6,sensitivity
3,written
3,thought
7,emulator
6,is
2,of
4,over
6,but
6,set
2,a
2,the
3,also
6,these
3,proof
6,tabular
6,a
5,that
5,now
3,are
6,various
5,a
2,time
3,to
6,the
3,1
6,the
7,any
2,could
5,because
6,numbers
6,conceptually
3,the
2,of
6,in
6,2
5,space
7,to
5,to
4,e
6,the
5,equally
6,_j
6,better
2,modelled
5,however
2,impartial
4,be
5,large
6,we
5,suitable
2,that
4,_j
3,correlation
5,is
4,to
2,an
2,raw
2,attribute
3,than
6,the
2,both
3,the
7,may
3,random
3,mean
5,align
5,fit
3,whether
4,tjackson2019
2,fig
4,and
6,distance
4,surface
4,when
5,decision
6,before
2,for
2,via
5,will
2,safety
2,error
4,modellers
5,error
4,we
2,and
6,well
2,experts
6,well
6,an
2,form
7,was
3,expensive
5,a
3,1900
5,waves
5,we
2,of
4,a
3,precise
3,kriging
4,as
3,but
6,the
3,it
2,not
5,unimodal
3,particular
6,warehouse
5,a
6,are
5,which
4,we
2,only
3,stated
6,_2
6,possible
2,independent
2,damaging
6,under
4,and
4,diagonal
6,can
4,e_i
4,x
5,first
5,estimates
6,marginal
5,understanding
3,this
6,compare
2,is
5,method
3,denote
3,such
5,their
2,notion
6,gives
5,curve
3,mathematical
3,construct
3,different
6,it
6,boxplots
3,regression
1,us
5,be
5,assumptionspgramacy2011
5,the
7,down
5,nroy
6,ruled
5,candidate
3,in
2,simultaneously
5,gaussian
5,typically
2,itself
2,elicitation
6,is
4,a
3,construct
3,introduce
6,drops
2,simple
4,in
3,figure
3,stochasticity
4,into
1,and
5,algorithm
3,inputs
2,first
4,a
4,into
6,a
2,more
2,think
3,inference
2,example
5,the
4,will
6,that
2,full
5,to
3,that
5,expected
4,and
5,and
3,an
6,the
5,of
1,and
5,model
6,size
2,far
3,the
6,as
6,the
3,h
3,we
6,we
5,counts
5,the
2,have
5,matrix
3,for
4,variance
1,statistical
6,much
3,the
6,approximately
6,in
6,c_1
2,quantities
5,adding
7,within
2,enter
4,of
6,100
4,new
3,a
4,motorcycle
5,deviation
5,induced
6,tab:cred1
6,multicolumn
4,to
5,reduction.pdf
4,is
1,must
2,the
5,space
7,a
2,lottery
3,than
6,j
1,the
4,greatest
5,of
5,data
6,one
2,bathtub
6,a
5,eq:ucb
4,the
6,to
5,is
6,fig:final
3,is
5,in
3,this
5,grows
7,there
6,the
7,each
2,will
5,quickly
5,quantification
3,the
3,can
2,one
4,h_v
5,sketch
6,firstly
4,x
2,the
2,the
5,be
3,to
6,we
6,ci
6,these
6,encounter
3,c_t
5,the
4,runs
4,fit
5,has
5,of
2,as
5,reference
7,a
6,choice
1,divisible
2,the
2,components
5,only
4,runs
6,fig
6,eq:disc
4,this
5,long
4,to
3,not
3,blue
6,total
5,the
5,regions
4,component
2,some
5,time
5,probability
6,is
3,0
6,and
4,the
6,thus
3,task
6,the
4,hetgp
5,defined
4,is
6,a
7,multiple
6,the
5,and
6,uniform
6,time
5,fixed
1,ow
5,tractable
7,that
5,of
6,of
5,approximation
6,1
2,can
1,complex
6,us
5,to
6,was
7,development
4,plots
6,5
3,were
7,are
2,uncertain
3,by
6,termination
4,can
6,to
2,would
3,in
7,the
2,example
6,then
6,magnitude
5,at
5,function
2,available
5,is
4,we
2,bayesian
6,our
3,simulator
6,the
5,uncertainty
5,and
6,so
4,appropriate
2,some
3,x_i
3,emulators
4,moments
5,the
6,after
4,the
3,variance
2,u_m
2,as
3,later
5,money
5,other
2,the
5,event
2,for
6,so
1,the
6,from
6,the
3,is
2,alternative
5,uncertainty
6,use
3,at
2,personal
2,determined
6,x
5,the
3,cubes
5,place
1,to
5,an
1,computer
6,motivated
1,the
5,the
5,nroy
5,new
4,b_v
6,is
3,f_t
6,since
3,model
5,is
5,global
3,a
6,function
4,data
3,scale
4,stochastic
3,simulator
5,value
5,the
3,dashed
2,explicitly
2,lower
6,of
3,valid
6,sidewaystable
5,a
1,safety
6,would
2,may
6,be
5,what
1,facilitating
6,mean
5,pareto
2,able
2,will
2,the
5,optimisation
3,by
3,levels
2,that
4,of
3,only
6,we
5,draws
5,than
3,the
6,decision
5,the
3,are
1,for
2,the
7,discussed
3,mixed
1,what
5,express
6,of
6,is
6,small
2,done
5,no
4,methodological
5,competing
5,about
5,based
3,and
7,dm
7,expanded
3,bytbaker2019a
4,data
3,from
3,careful
3,statements
3,the
6,design
3,approach
4,we
2,for
4,will
5,sequential
3,number
4,new
6,equivalences
3,a
6,optimal
5,mcmc
3,the
5,of
5,biases
6,clump
5,where
4,this
3,the
3,million
5,chap:optimisation
1,have
6,the
5,for
4,year
6,the
4,function
3,of
5,posterior
3,an
2,distribution
6,maximise
3,to
5,improved
6,the
4,then
3,is
5,the
5,implausible
1,levels
3,well
1,samples
1,to
5,of
7,may
6,overnight
6,each
2,particular
4,applied
5,benter
3,the
3,via
3,and
4,the
5,large
6,competing
4,the
3,with
7,importance
4,to
7,runs
6,the
5,relevant
4,is
3,but
4,estimated
6,second
5,in
3,"0,1"
2,lines
3,can
6,draw
4,for
5,function
6,lines
4,best
7,also
3,ml
5,stochastic
4,density
5,_pi
6,we
5,f
3,inverting
3,the
5,ei
2,and
5,inspired
4,x
3,differ
3,amount
3,and
5,want
4,gps
2,have
4,generate
3,residuals
1,imperfect
6,then
2,this
5,above
5,problem
3,and
5,not
6,of
5,black
4,equation
3,from
6,algebraic
4,in
3,be
4,design
5,but
5,by
2,wind
2,of
6,and
4,parameters
5,fig:example
2,random
5,we
1,the
4,denotes
6,not
4,example
6,warehouse
2,elicit
5,is
5,all
5,conjugate
2,the
5,the
3,our
6,we
4,with
6,to
2,of
4,for
4,simulator
4,for
3,of
2,data
3,a
5,will
5,is
4,expensive
3,we
5,black
6,poses
3,plot
2,the
5,input
2,large
5,hm
7,distribution
5,if
1,exhibit
6,coefficients
4,uniform
7,thesis
5,employed
7,the
5,an
2,two
6,this
3,quantiles
6,have
5,statistical
3,using
4,we
2,this
5,returning
4,gp
6,optimisers
3,device
6,assign
4,the
4,conservative
5,different
2,to
3,a
5,of
6,worth
5,modelled
6,hm
1,review
2,by
3,state
3,plot
5,ignoredpkan1989
6,we
6,diagnostics
5,this
6,the
6,to
4,2_e
4,x
5,this
3,vector
4,this
3,implemented
5,for
4,stationary
3,can
5,example
5,option
2,the
2,interrelated
7,exploited
2,employed
5,distribution
2,a
4,computational
5,observed
1,of
3,of
6,final
2,lack
6,alm
4,probit
5,the
1,mathematical
4,align
2,by
3,geostatistical
4,a
4,examples
3,be
4,are
6,will
3,by
5,computational
3,thus
5,to
4,response
3,to
6,a
3,constructed
2,or
3,emphasis
5,difficulty
4,between
3,shows
6,or
6,more
5,the
2,of
6,approach
5,multiplication
7,equation
5,maximise
7,out
1,a
4,gp
6,by
5,the
3,they
3,generate
5,of
3,_t
2,of
5,parameters
6,3
2,first
6,investigate
4,for
3,models
2,attribute
3,equation
6,therefore
4,ofbinois2019
4,of
2,at
2,best
6,have
2,location
7,then
2,the
4,coverage
5,utility
5,evaluate
6,equation
2,typically
7,the
5,allows
5,_p
6,a
3,the
4,depends
4,represents
2,pairs
2,thus
5,distinct
1,of
6,of
5,in
6,diverse
4,specification
4,if
5,the
3,reader
3,emulate
7,is
6,we
4,moments
3,a
7,just
6,a
6,sensible
6,into
5,for
5,are
2,the
3,gp
5,preferences
3,the
3,mathematical
6,availability
5,leads
4,expensive
3,_1
4,the
5,can
5,if
6,then
3,linear
7,intersection
4,computation
4,is
3,gaps
6,recall
6,simplicity
6,posterior
4,a
6,constructing
4,a
6,number
5,where
6,if
3,two
4,x
3,take
6,table
6,points
6,proposes
2,time
5,by
3,erratic
6,optimal
5,for
7,is
6,availability
7,intersection
6,the
3,use
5,rarely
2,is
3,of
6,contrast
6,as
4,non
7,to
5,an
7,to
5,have
4,the
4,fits
6,is
3,model
1,a
2,a
5,small
5,an
3,closely
6,qq
2,in
3,uncertainty
6,is
3,each
4,agree
6,is
3,the
5,fig:example
2,eliciting
5,we
5,consider
6,any
6,will
3,of
3,gp
2,equation
3,data
2,knowledgeable
6,are
4,this
7,history
4,is
2,athena
6,case
5,been
5,reasonable
3,_t
3,a
5,the
5,is
5,function
4,fit
6,variables
4,do
3,thus
4,hyperparameters
3,random
5,decision
2,in
2,is
2,now
4,athena
7,had
3,us
6,the
5,wave
6,of
5,representation
3,to
2,indicate
4,seetbaker2022
6,6
2,the
2,farm's
5,tells
4,the
6,run
2,statements
1,stochastic
5,particular
6,to
4,has
5,will
5,may
6,two
3,striking
3,a
6,of
3,of
6,warehouse
6,to
6,the
4,excellent
7,with
6,this
3,x
5,hm
4,majority
3,that
4,data
6,dashed
6,drew
2,distribution
4,stochastic
3,be
4,of
2,component
6,it
5,is
4,equivalent
1,emulation
4,with
2,see
5,identify
5,in
4,and
7,linear
4,this
2,elicit
4,2_e
3,from
2,appear
4,we
5,pure
4,c
3,exponential
3,multilevel
6,table
3,standard
5,modulus
3,unit
5,to
2,and
5,there
4,the
3,used
5,view
6,displaying
4,than
2,the
6,as
3,equation
5,had
6,a
2,all
4,is
5,is
7,is
5,as
6,spare
5,some
4,emulator
4,toy
4,there
4,can
4,so
4,homoscedastic
7,close
1,in
4,the
6,each
6,uniform
7,calculations
6,given
5,travelling
2,of
4,the
7,to
6,the
2,relies
6,is
6,rocket
5,a
5,are
5,off
6,all
6,assumptions
6,difference
3,of
3,making
5,is
5,some
4,in
1,an
5,based
6,we
5,lhs
2,to
6,element
2,a
3,of
2,to
6,usual
7,most
2,prefer
6,this
4,wise
6,procedure
3,will
6,that
6,components
4,the
2,current
6,range
6,we
6,must
2,be
3,rvs
5,locations
6,in
4,of
1,such
6,converter
3,the
1,we
6,relatively
6,so
5,could
6,times
5,shorthand
5,2
5,compare
4,for
3,approach
3,wall
6,uniform
4,following
4,to
1,we
6,u_3
1,we
3,line
3,eq:scoring
5,dimensional
3,include
4,to
2,and
4,the
4,observed
7,parameters
5,line
7,of
6,university
5,time
2,a
3,where
6,have
3,drop
5,runs
5,start
5,the
3,showed
2,main
2,_0
5,a
3,common
6,the
1,bayesian
5,hm
5,of
3,correlation
5,calculating
2,a
6,ensure
2,the
3,depends
4,linear
6,or
4,for
1,of
5,normal
3,such
6,first
2,assuming
3,were
6,respect
5,interpreted
6,of
6,decision
2,many
2,a
2,less
4,with
6,that
3,space
4,since
4,the
2,is
2,sum
4,is
4,the
1,unusual
5,relevant
3,latin
5,and
3,come
6,bayesopt
6,rented
1,has
3,2
4,experiment
6,the
2,distribution
5,specifying
2,we
5,equation
5,of
4,iteration
4,to
2,weak
5,either
6,stop
2,happy
4,adapted
5,literatureplawson2016
1,of
4,stochastic
5,the
4,gamma
5,being
6,approach
5,by
4,laptop
1,questions
2,utility
5,2
5,allows
5,green
2,model
5,be
3,the
3,function
6,problem
4,variance
5,is
2,of
5,exploitation
4,in
6,where
5,some
5,rather
2,applications
2,converter
3,variance
1,evaluations
6,all
3,used
3,prior
5,but
6,intowen2020
4,2
7,which
3,allows
4,parameters
5,considered
3,to
2,shapes
6,risk
4,alternating
3,code
2,likely
4,x
4,approach
4,hetgp
3,of
4,timings
5,easy
5,third
7,functions
4,since
5,the
2,number
3,in
2,an
2,function
6,fig:beta
6,how
5,three
2,fails
4,hetgp
6,wave
4,sml
1,how
7,the
4,rather
5,draw
5,multi
5,beyond
5,approximations
3,h
3,practical
6,construct
3,assuming
6,as
3,the
4,cholesky
3,the
2,the
4,loss
5,simulator
6,using
5,coordinates
4,of
3,inputs
2,is
6,least
5,viewed
6,should
3,present
6,overcome
4,level
6,the
3,consider
3,posterior
3,next
7,choose
6,then
6,generating
6,since
5,to
6,which
3,against
5,error
4,x
2,about
5,would
6,10
2,function
5,predictions
5,upper
6,be
6,prediction
6,strategy
3,type
4,h_v
5,volodina2021
6,retained
5,reasonably
1,the
2,when
7,a
5,as
5,input
6,dashed
2,and
3,of
5,continuous
2,and
4,use
5,where
3,uncertainty
6,the
2,although
2,are
2,and
5,the
5,is
5,of
6,the
5,region
2,the
5,they
4,problem
5,squared
6,we
6,leaves
4,e
3,i
6,if
4,subassembly
4,h
3,sample
5,bound
3,stochastic
2,time
3,we
6,this
3,here
2,misuse
6,as
3,of
2,to
6,longer
2,app
2,hazard
6,the
2,theory
5,since
5,algorithms
5,of
6,therefore
6,to
2,the
4,produce
6,this
4,obtain
2,optimisation
2,to
6,design
4,processes
2,the
5,of
4,c_v
6,prior
2,be
5,the
5,required
2,mean
5,is
6,large
4,probit
4,which
3,should
5,for
4,allows
2,linear
7,function
6,want
6,this
2,function
4,random
5,thinning
5,modes
6,in
4,set
6,our
5,of
2,beliefs
3,computer
2,verification
3,likelihood
5,the
3,are
6,reduction
6,and
5,large
5,will
5,bayesopt
3,language
3,compares
5,close
4,the
3,from
6,the
3,complex
5,when
6,where
5,and
5,us
6,decisions
4,is
5,also
3,no
3,points
6,plot.pdf
5,are
4,simulators
5,it
3,the
6,on
2,expert
5,shrinks
3,and
6,function
2,time
6,to
6,only
7,bayesian
4,this
6,from
4,out
6,be
3,indicating
4,when
5,left
6,dec
5,methodology
3,for
2,in
3,recall
1,finally
7,problem
5,gradient
4,mean
5,uncertainty
5,reduction
4,case
6,figure
6,the
5,to
5,new
5,on
6,corresponding
7,a
2,idea
2,we
1,the
2,an
6,for
3,c.e.s
4,this
6,and
4,rectify
5,collection
4,equation
2,the
6,input
4,gaussian
6,aid
6,another
1,the
4,us
3,of
5,fig:mcmc
3,2
6,problem
1,the
3,assume
6,we
